criticName,isTopCritic,firstReview,latestReview,critic_id
Dorian Lynskey,True,2007-10-24,2007-10-24,2686
Doris Toumarkine,False,2000-01-01,2018-09-28,2689
Doris Toumarkine,True,2009-05-07,2010-02-17,2689
Doug Hennessy,False,2003-09-09,2004-11-10,2696
Doug Jamieson,False,2018-10-11,2023-01-20,2697
Doug Whelan,False,2014-05-30,2016-11-15,2704
Douglas Davidson,False,2018-11-04,2023-03-27,2705
Douglas Pratt,False,2004-10-14,2008-09-09,2710
Douglas Pratt,True,2003-06-14,2005-12-06,2710
Drew Dietsch,False,2018-05-10,2021-12-29,2716
Drew McAnulty,False,2000-01-01,2006-04-07,2721
Drew Tinnin,False,2020-10-08,2022-10-04,2727
Drew Toal,False,2011-09-23,2011-09-23,2728
Drew Toal,True,2007-11-01,2018-11-06,2728
Duane Dudek,False,2000-01-01,2020-09-09,2732
Dulcie Pearce,False,2020-10-24,2023-02-03,2734
Duncan Bowles,False,2018-10-17,2020-07-17,2735
Duncan Gray,False,2018-01-09,2019-03-18,2737
Dwayne E. Leslie,False,2000-01-01,2003-12-21,2747
E.C. Ryder,False,2022-10-08,2022-10-08,2766
EJ Moreno,False,2019-04-13,2022-12-14,2770
Ed Andrews,False,2007-08-31,2007-08-31,2776
Ed Andrews,True,2009-04-24,2011-05-13,2776
Ed Cumming,True,2020-09-30,2020-09-30,2781
Ed Frankl,False,2016-02-20,2019-04-04,2784
Ed Frankl,True,2016-11-29,2016-11-29,2784
Ed Gibbs,False,2010-01-11,2015-12-22,2786
Ed Gibbs,True,2009-09-01,2017-01-26,2786
Ed Gonzalez,True,2000-01-01,2021-01-18,2788
Ed Grant,False,2011-01-01,2011-01-01,2789
Ed Halliwell,True,2006-04-01,2006-04-01,2790
Ed Masley,True,2007-07-26,2022-08-16,2795
Ed Owen,False,2016-04-14,2016-05-26,2797
Ed Potton,True,2009-05-22,2022-08-26,2799
Ed Power,False,2014-05-16,2018-10-03,2800
Ed Power,True,2019-09-19,2019-10-10,2800
Ed Scheid,False,2000-01-01,2011-02-08,2803
Ed Whitfield,False,2011-06-28,2023-01-22,2807
Ed Williamson,False,2017-01-01,2017-12-26,2808
Eddie Cockrell,False,2013-12-23,2015-07-07,2810
Eddie Cockrell,True,2002-09-19,2019-04-18,2810
Eddie Falvey,False,2019-03-29,2019-04-16,2812
Eddie Goldberger,True,2015-05-22,2015-09-11,2813
Eddie Harrison,False,2012-04-02,2023-03-29,2814
Eddie Strait,False,2017-01-17,2019-05-23,2815
Edmund Lee,False,2016-04-02,2021-11-16,2824
Edu Galán,False,2016-07-14,2019-01-14,2828
Edward Douglas,False,2004-02-07,2022-12-16,2836
Edward Douglas,True,2016-04-13,2017-07-13,2836
Edward Frost,False,2018-11-06,2019-11-05,2838
Edward Guthmann,True,2000-01-01,2023-01-11,2839
Edward Havens,False,2002-06-17,2017-10-30,2840
Edward Johnson-Ott,False,2000-01-01,2019-10-17,2842
Edward Noble,False,2010-09-22,2010-09-22,2848
Edward Perkis,False,2019-09-10,2019-09-10,2849
Edward Porter,False,2004-07-05,2023-03-21,2850
Edward Porter,True,2009-01-05,2023-02-27,2850
Edwin Arnaudin,False,2019-07-20,2022-12-27,2853
Edwin Peters,True,2009-09-06,2009-09-06,2855
Eilidh Akilade ,False,2022-09-20,2022-09-20,2861
Eleanor Halls,True,2019-03-15,2019-03-15,2873
Elena Lazic,False,2017-07-12,2022-12-22,2878
Elena Lazic,True,2016-05-05,2020-02-17,2878
Eli Glasner,False,2017-11-21,2021-07-10,2888
Elias Savada,False,2000-01-01,2022-03-25,2893
Elisa Adams,True,2016-11-04,2016-11-04,2898
Elisa Roche,False,2013-05-16,2013-05-16,2900
Elizabeth Rayne,False,2017-01-13,2017-01-13,2922
Elizabeth Weitzman,True,2000-01-01,2022-09-08,2925
Ella Kemp,False,2018-08-24,2021-05-19,2930
Ella Kemp,True,2018-03-30,2021-09-01,2930
Ellen Dendy,False,2011-01-01,2011-01-01,2937
Ellen E Jones,False,2009-08-14,2012-10-17,2938
Ellen E Jones,True,2009-01-23,2020-11-10,2938
Ellen Kim,False,2002-01-24,2005-06-01,2945
Ellen MacKay,False,2011-01-01,2011-01-01,2946
Ellen Marshall,False,2002-12-08,2002-12-08,2947
Ellen Twadell,False,2011-01-01,2011-01-01,2949
Ellena Zellhuber-McMillan,False,2019-03-13,2019-06-15,2950
Ellie Walker-Arnott,False,2012-10-16,2012-10-16,2951
Ellie Walker-Arnott,True,2017-02-20,2017-06-16,2951
Ellin Stein,False,2015-01-02,2017-11-22,2953
Elliot Panek,False,2011-01-01,2013-05-28,2954
Elliot V. Kotek,True,2010-09-02,2010-12-10,2955
Elliott Noble,False,2007-08-31,2019-04-02,2956
Elvis Mitchell,False,2011-01-12,2023-03-29,2964
Elvis Mitchell,True,2000-01-01,2023-02-15,2964
Emanuel Levy,False,2004-11-05,2014-10-21,2968
Emanuel Levy,True,2000-01-01,2019-03-04,2968
Emilie Black,False,2020-04-04,2022-09-22,2973
Emily Ashby,False,2010-12-17,2018-08-22,2977
Emily Blunt,False,2000-01-01,2015-11-11,2979
Emily Breen,False,2013-06-19,2022-04-12,2981
Emily Killick,False,2018-12-07,2018-12-07,2987
Emily Phillips,True,2007-11-28,2007-11-28,2991
Emily St. James,True,2014-07-09,2019-01-24,2997
Emma Clark-Dow,False,2022-05-03,2023-01-30,3008
Emma Cochrane,True,2000-01-01,2010-11-03,3009
Emma Dibdin,False,2011-02-02,2019-11-05,3011
Emma Dibdin,True,2011-06-16,2012-04-26,3011
Emma Johnston,False,2013-07-16,2014-09-08,3017
Emma Jones,True,2009-05-20,2016-01-28,3018
Emma Morgan,False,2008-07-22,2014-11-27,3020
Emma Paterson,True,2009-07-17,2009-12-04,3023
Emma Simmonds,False,2012-03-21,2022-04-21,3024
Emma Simmonds,True,2011-03-31,2016-02-05,3024
Emma Spedding,True,2012-05-03,2012-05-03,3027
Emma Thrower,False,2012-09-27,2012-09-27,3030
Emma Thrower,True,2016-06-01,2017-06-08,3030
Emmanuel Báez,False,2016-10-05,2022-08-09,3034
Empire Staff,True,2000-01-01,2008-02-19,3038
Enrique Buchichio,False,2003-03-11,2012-05-20,3040
Enrique Sánchez,False,2022-11-21,2022-11-21,3042
Eric Alt,False,2007-06-22,2008-01-25,3044
Eric Campos,False,2002-05-06,2008-10-18,3049
Eric D. Snider,False,2000-01-01,2020-01-18,3050
Eric D. Snider,True,2008-03-06,2014-01-23,3050
Eric Eisenberg,False,2012-05-18,2023-02-09,3053
Eric Goldman,False,2005-09-21,2022-12-13,3056
Eric Harrison,True,2000-01-01,2022-03-09,3058
Eric Hynes,False,2010-04-15,2016-06-14,3061
Eric Hynes,True,2010-04-14,2018-05-30,3061
Eric Lurio,False,2000-01-01,2008-10-18,3066
Eric Melin,False,2004-08-03,2018-11-15,3068
Eric Meyerson,False,2003-10-23,2008-10-02,3069
Eric Moro,False,2004-11-15,2008-06-12,3071
Erich Scholz,False,2002-10-17,2003-12-24,3081
Erick Ortiz,False,2015-06-12,2019-01-22,3085
Erik Childress,False,2000-01-01,2023-01-16,3089
Erik Davis,False,2007-06-26,2016-12-13,3090
Erik Woidtke,False,2006-07-26,2006-09-01,3096
Erika W. Smith,False,2016-10-05,2017-12-14,3100
Erin Demers,False,2015-03-27,2015-05-31,3104
Erin Podolsky,False,2000-01-01,2014-07-22,3109
Erlingur Einarsson,False,2021-02-25,2021-02-25,3114
Ernesto Diezmartinez,False,2015-05-26,2021-12-16,3120
Ersin Ali,False,2019-03-04,2019-03-05,3123
Esther Rosenfield,True,2022-08-26,2022-08-26,3127
Ethan Alter,False,2000-01-01,2016-05-10,3129
Ethan Alter,True,2009-11-23,2013-03-01,3129
Ethan Sacks,True,2016-02-10,2017-11-15,3136
Ethan Vestby,False,2016-02-20,2022-11-03,3137
Ethan Vestby,True,2016-12-02,2016-12-02,3137
Euan Franklin,False,2020-02-27,2020-02-27,3140
Eugene Novikov,False,2000-01-01,2013-09-02,3142
Eulàlia Iglesias,False,2019-06-17,2020-04-24,3144
Evan Williams,True,2008-05-25,2022-03-11,3157
Eve Barlow,True,2010-12-02,2011-09-12,3158
Eve Jones,True,2018-04-20,2018-04-20,3160
Evening Standard Staff,True,2011-09-16,2019-08-07,3166
Ezequiel Boetti,False,2016-04-25,2023-03-03,3171
Fabiola Santiago,False,2022-11-14,2022-11-14,3179
Fairn Roberts,True,2007-11-23,2007-11-23,3180
Fausto Fernandez,False,2017-08-22,2022-12-14,3184
Fay Watson,False,2022-09-08,2022-09-08,3186
Federico Furzan,False,2019-01-07,2022-12-19,3188
Felicia Campbell,True,2021-11-16,2021-11-16,3189
Felicia Feaster,False,2008-01-24,2020-02-04,3190
Felix Gonzalez Jr.,False,2007-07-10,2009-11-16,3196
Felix Vasquez Jr.,False,2006-02-07,2023-02-17,3198
Ferdosa Abdi,False,2018-08-10,2022-05-14,3199
Fernanda López,False,2015-09-11,2018-02-28,3200
Fernando Santoyo Tello,False,2015-05-26,2017-08-03,3209
Fico Cangiano,False,2016-04-28,2023-03-04,3211
Filipe Freitas,False,2017-05-24,2023-04-07,3214
Film Threat Staff,False,2002-12-08,2021-06-15,3219
Film4 Staff,False,1991-12-11,2019-04-01,3220
Fiona Francia,False,2019-10-15,2019-10-15,3221
Fiona Maloney-McCrystle,False,2014-08-05,2014-08-05,3222
Fiona Underhill,False,2019-01-09,2022-10-07,3224
Fiona Williams,False,2010-06-03,2017-03-05,3225
Flora Spencer Grant,True,2021-05-07,2021-05-07,3230
Forrest Green III,False,2014-06-06,2014-07-26,3235
Forrest Hartman,False,2002-07-11,2013-10-23,3236
Fotogramas Staff,False,2019-07-09,2022-01-18,3238
Frances Koncan,False,2019-08-09,2019-08-09,3242
Frances Morton,False,2012-08-23,2016-04-26,3245
Francesca Angelini,False,2018-06-26,2018-06-26,3246
Francesca Dinglasan,False,2000-01-01,2010-03-08,3248
Francesca Franklyn,False,2001-05-01,2001-05-01,3249
Francesca Franklyn,True,2002-06-10,2002-06-10,3249
Francesca Rudkin,False,2006-12-30,2019-08-29,3252
Francesca Steele,False,2011-05-10,2017-08-10,3253
Francesca Steele,True,2013-08-22,2017-08-11,3253
Francis X. Friel,False,2019-03-20,2019-03-21,3258
Francisco Marinero,False,2016-05-13,2019-05-31,3261
Frank Lovece,False,2000-01-01,2017-11-15,3271
Frank Lovece,True,2008-04-30,2014-10-16,3271
Frank Ochieng,False,2000-01-01,2020-03-11,3274
Frank S. Nugent,True,2003-05-20,2022-12-21,3278
Frank Wilkins,False,2003-07-04,2022-12-16,3281
Fred Topel,False,2003-07-11,2022-12-16,3299
Freda Cooper,False,2019-12-12,2022-05-14,3300
Frederic and Mary Ann Brussat,False,2000-01-01,2022-08-09,3301
G. Allen Johnson,False,2000-01-01,2006-01-09,3307
G. Allen Johnson,True,2003-09-26,2022-09-08,3307
Gabe Leibowitz,False,2003-07-14,2013-01-22,3311
Gabi Zietsman,False,2016-03-02,2022-09-21,3313
Gabriel Shanks,False,2000-01-01,2008-12-09,3319
Gabriella Geisinger,False,2019-08-13,2023-01-03,3323
Gail Tolley,False,2010-02-16,2015-02-25,3334
Gail Tolley,True,2017-10-06,2017-10-06,3334
Gareth J. Von Kallenbach,False,2002-12-08,2011-04-08,3338
Gareth Shaw,False,2007-08-20,2007-08-20,3340
Garrett Mitchell,True,2018-10-31,2019-12-23,3342
Garrett Schaffel,False,2017-11-22,2017-11-22,3343
Garry Maddox,True,2005-09-24,2012-12-07,3344
Garry McConnachie,False,2009-09-04,2021-04-09,3345
Garth Franklin,False,2000-01-01,2018-10-31,3347
Gary Brown,False,2000-01-01,2009-04-20,3351
Gary Dowell,False,2000-01-01,2019-05-31,3354
Gary Dowell,True,2000-12-18,2011-08-18,3354
Gary Goldstein,False,2005-11-04,2007-10-26,3359
Gary Goldstein,True,2007-05-24,2023-03-10,3359
Gary Wolcott,False,2008-07-17,2023-02-15,3375
Gautam Anand,False,2022-03-22,2022-03-25,3377
Gautaman Bhaskaran,False,2018-02-28,2018-02-28,3378
Gavia Baker-Whitelaw,False,2016-09-14,2020-10-21,3380
Gavin Bainbridge,True,2007-11-27,2007-11-27,3381
Gavin Bond,False,2009-10-27,2010-07-27,3382
Gavin Watson,False,2017-09-19,2017-09-19,3385
Gemma Files,False,2000-01-01,2007-09-21,3393
Gemma Files,True,2000-01-01,2001-06-14,3393
Gemma James,False,2018-11-05,2018-11-05,3395
Gene Seymour,True,2000-01-01,2022-11-17,3403
Genevieve Harrison,True,2004-08-14,2011-01-18,3409
Genevieve Koski,False,2013-07-11,2015-07-01,3410
Genevieve Koski,True,2008-05-29,2017-06-27,3410
Geoff Andrew,False,2009-08-26,2009-08-26,3413
Geoff Andrew,True,2005-08-11,2020-09-22,3413
Geoff Berkshire,False,2000-01-01,2014-08-15,3416
Geoff Berkshire,True,2012-07-16,2022-08-26,3416
Geoff Pevere,True,2000-01-01,2015-05-15,3422
Geoffrey Kleinman,False,2002-07-31,2018-10-30,3423
Geoffrey Macnab,False,2010-09-29,2011-11-15,3424
Geoffrey Macnab,True,2001-04-17,2022-09-06,3424
George Byrne,False,2014-06-06,2018-10-04,3433
George Howarth,False,2020-11-16,2020-11-16,3438
George M. Thomas,False,2000-01-01,2022-12-16,3439
George Meyer,False,2000-01-01,2014-07-23,3442
George Palathingal,True,2006-10-13,2011-03-09,3446
George Perry,False,2018-10-04,2018-10-04,3447
George Perry,True,2001-02-13,2001-09-11,3447
George Simpson,False,2017-02-17,2022-12-15,3451
George Sully,False,2015-06-22,2015-06-25,3452
Georgia Dodd,False,2020-01-28,2020-01-28,3460
Georgia Morgan,False,2015-12-08,2016-05-09,3461
Georgie Hobbs,True,2011-01-27,2011-01-27,3463
Gerard Casau,False,2016-04-05,2016-11-10,3467
Gerardo Orlando,False,2005-07-05,2005-07-05,3468
Gerardo Salinas,False,2015-09-01,2015-09-01,3469
Gerry Gallo,False,2000-01-01,2008-11-20,3473
Gerry Shamray,False,2002-06-14,2004-08-04,3474
Gersh Kuntzman,True,2015-12-07,2015-12-23,3475
Giala Murray,True,2004-05-19,2004-05-19,3476
Giles Hardie,False,2009-09-16,2015-11-19,3482
Giles Hardie,True,2009-06-28,2018-02-06,3482
Gill Crawford,False,2013-06-14,2013-06-14,3485
Giovanni Fazio,False,2003-11-20,2019-06-17,3493
Giulia Heyward,False,2017-06-14,2017-06-22,3500
Glen Chapman,False,2019-04-10,2019-04-10,3503
Glen Ferris,True,2007-11-08,2008-09-05,3505
Glen Oliver,False,2002-08-14,2019-11-06,3506
Glenn Alderson,False,2003-06-20,2003-06-20,3510
Glenn Heath Jr.,False,2011-02-23,2020-02-02,3516
Glenn Heath Jr.,True,2011-01-10,2016-02-11,3516
Glenn Kenny,True,1994-06-01,2023-03-29,3518
Glenn Sumi,False,2013-09-13,2021-02-20,3523
Glenn Whipp,False,2000-01-01,2023-02-14,3524
Glenn Whipp,True,2009-01-09,2017-08-04,3524
Gonzalo Hernández Espinosa,False,2017-01-02,2018-12-13,3533
Gonzalo Lira Galván,False,2015-08-25,2017-10-23,3534
Gonzalo de Pedro,False,2016-02-03,2016-02-03,3535
Grace Montgomery,False,2014-07-08,2015-08-11,3545
Grae Drake,False,2011-04-29,2015-02-17,3549
Graeme Guttmann,False,2022-08-03,2022-10-10,3550
Graeme Tuckett,False,2016-03-11,2023-01-19,3551
Graeme Virtue,False,2013-03-08,2013-08-14,3552
Graham Fuller,False,2014-09-21,2022-05-16,3554
Graham Fuller,True,2007-10-18,2018-11-02,3554
Graham Young,False,2010-01-22,2023-02-03,3562
Grant Lauchlan,False,2009-01-23,2010-04-02,3569
Grant McAvaney,False,2011-09-30,2015-01-04,3570
Grant Rollings,False,2010-02-16,2022-12-02,3571
Greg Bellavia,False,2005-02-22,2005-12-31,3575
Greg Cwik,False,2016-08-30,2019-06-03,3580
Greg Cwik,True,2015-05-28,2018-10-21,3580
Greg Dean Schmitz,False,2000-01-01,2004-02-26,3583
Greg Evans,False,2013-02-16,2019-02-27,3584
Greg Evans,True,2019-09-30,2019-09-30,3584
Greg Klymkiw,False,2011-01-20,2017-07-28,3588
Greg Muskewitz,False,2000-01-01,2019-03-04,3592
Greg Oliver,False,2000-01-01,2000-01-01,3594
Greg Wetherall,False,2021-04-29,2021-06-14,3597
Greg Wilson,False,2005-05-10,2005-12-06,3598
Gregory Freitas,False,2004-03-08,2008-11-20,3604
Gregory Maule,True,2013-06-20,2013-06-20,3608
Gregory Moore,False,2009-06-24,2009-06-24,3610
Gregory Wakeman,False,2014-12-15,2022-01-28,3613
Gregory Weinkauf,False,2000-01-01,2017-12-20,3614
Grethe Kemp,False,2018-08-22,2020-01-08,3616
Guillem Martinez Oya,False,2018-12-12,2022-07-29,3621
Guillermo Courau,False,2022-05-18,2022-12-08,3622
Guy Haley,False,2011-12-22,2011-12-22,3629
Guy Lodge,True,2011-10-17,2021-12-18,3630
Guylaine Cadorette,False,2002-03-02,2018-10-30,3633
Gwilym Mumford,True,2017-04-10,2018-09-10,3635
Hal Hinson,False,2014-06-16,2014-12-13,3645
Hal Hinson,True,2000-01-01,2019-03-04,3645
Hal Lipper,False,2020-03-30,2023-03-31,3647
Haleigh Foutch,False,2016-09-27,2018-09-25,3648
Hamish Macbain,True,2017-08-31,2017-08-31,3652
Hank Sartin,False,2009-02-20,2012-08-14,3657
Hank Sartin,True,2007-01-03,2021-09-10,3657
Hanna Flint,False,2019-01-22,2022-02-18,3663
Hannah Forbes Black,False,2008-03-28,2009-09-11,3668
Hannah Lee,False,2011-01-04,2011-01-04,3672
Hannah McGill,False,2012-03-23,2015-11-09,3675
Hannah McGill,True,2019-04-03,2019-04-03,3675
Hannah Strong,True,2014-11-07,2022-12-16,3681
Hans Morgenstern,False,2013-11-15,2014-12-08,3682
Harlan Jacobson,False,2008-02-11,2019-01-30,3688
Harlan Jacobson,True,2016-01-04,2016-01-04,3688
Harris Dang,False,2018-10-29,2022-10-07,3696
Harry Guerin,False,2002-10-01,2022-06-24,3702
Harry Hartoonian,False,2005-12-06,2005-12-06,3703
Harry Readhead,False,2017-09-05,2017-09-05,3708
Harry Trueman,False,2010-08-02,2010-08-02,3709
Hayley Campbell,True,2017-06-08,2017-06-08,3720
Heather Boerner,False,2010-09-09,2010-12-18,3727
Heather Wadowski,False,2002-12-08,2006-02-28,3736
Heather Wixson,False,2010-04-30,2022-09-25,3737
Heidi Martinuzzi,False,2002-12-08,2005-12-17,3739
Heidy Morales,False,2021-02-21,2021-02-21,3740
Helen Herimbi,False,2016-04-22,2018-07-18,3745
Helen Murdoch,False,2019-04-12,2019-04-12,3749
Helen O'Hara,False,2008-03-19,2017-03-16,3750
Helen O'Hara,True,2006-04-01,2022-04-14,3750
Helene A Aasen,False,2007-07-13,2007-07-13,3755
Henry Barnes,False,2014-09-07,2014-09-07,3757
Henry Barnes,True,2009-02-19,2016-09-02,3757
Henry Fitzherbert,False,2009-10-04,2020-05-08,3760
Henry Heffer,True,2016-05-12,2016-05-17,3762
Henry Northmore,False,2012-05-28,2019-04-25,3764
Herman Clay,True,2012-02-09,2016-02-24,3776
Hernán Alcerreca,False,2009-05-13,2010-06-16,3779
Hernán Ferreirós,False,2022-12-14,2022-12-14,3780
Hernán Touzón,False,2018-10-05,2018-10-05,3781
Hilary A White,False,2014-02-21,2023-01-05,3782
Hilton Thomas,False,2009-05-20,2010-11-03,3789
Hollis Chacona,True,2000-01-01,2003-05-06,3792
Hollis Griffin,False,2011-01-01,2011-01-01,3793
Holly Grigg-Spall,False,2008-04-18,2009-05-01,3795
Holly O'Mahony,False,2016-02-25,2016-03-10,3796
Hope Madden,False,2018-08-27,2022-11-29,3799
Howard Thompson,True,2005-05-10,2016-04-15,3817
Howell Davies,False,2019-12-01,2019-12-01,3818
Hugh Armitage,False,2016-03-22,2019-04-11,3822
Hugh Blackstaffe,False,2019-03-29,2019-03-29,3823
Hugh Reilly,False,2007-01-12,2007-01-12,3825
Hugo Juárez,False,2015-07-29,2017-05-09,3829
Huw Fullerton,False,2015-06-10,2020-09-03,3837
Iain Gray,False,2012-10-30,2012-10-30,3841
Iain Shedden,True,2016-07-15,2016-07-15,3845
Ian Berriman,False,2009-02-19,2013-10-18,3849
Ian Freer,True,2000-01-01,2021-06-24,3858
Ian Gilchrist,False,2012-09-07,2015-09-17,3859
Ian Grey,False,2003-02-27,2007-08-09,3860
Ian Hodder,False,2002-06-05,2002-06-05,3861
Ian Johns,True,2007-04-20,2023-03-13,3862
Ian Kane,False,2021-12-27,2023-03-29,3864
Ian Mantgani,False,2000-01-01,2019-10-03,3865
Ian Mantgani,True,2015-07-10,2019-02-13,3865
Ian Nathan,True,2000-01-01,2021-05-07,3867
Ian Nathanson,False,2002-02-15,2002-02-15,3868
Ian Sandwell,False,2016-08-18,2022-12-13,3869
Ian Schultz,True,2017-10-27,2017-10-27,3870
Ian Simmons,False,2021-03-23,2021-08-21,3871
Ian Winter,False,2007-05-11,2007-05-11,3875
Ian Winterton,False,2007-10-16,2008-03-11,3876
Ian Wolf,False,2019-01-11,2019-01-11,3877
Ian Youngs,True,2004-05-17,2004-05-17,3879
Iana Murray,False,2018-09-06,2018-09-06,3880
Ignacio Navarro,False,2016-04-26,2021-07-16,3884
Ignatz Ratskiwatski,False,2003-11-10,2003-11-10,3887
Indra Arriaga,False,2007-02-27,2018-12-21,3896
Inkoo Kang,True,2012-06-29,2023-03-14,3897
Inés Esteban González,False,2018-03-01,2018-03-01,3899
Ira Franco,False,2015-04-24,2018-03-01,3900
Irene Crespo,False,2015-09-22,2023-01-25,3904
Irene Ferris,False,2003-03-26,2003-11-15,3906
Isaac Feldberg,False,2013-08-20,2021-11-29,3913
Isaac Feldberg,True,2021-07-21,2023-01-13,3913
Isabel Stevens,False,2011-12-07,2011-12-07,3918
Isabel Stevens,True,2011-03-22,2017-06-05,3918
Israel Acosta Aroche,False,2016-03-01,2020-10-30,3924
Israel Paredes,False,2016-04-05,2018-02-27,3925
Ivan Radford,False,2018-11-06,2019-03-02,3928
J B Queree,False,2019-05-08,2019-05-08,3936
J. C. Farrow,False,2002-09-20,2003-11-25,3940
J. Hoberman,True,2000-01-01,2021-03-16,3942
J. Olson,False,2016-04-07,2019-05-20,3947
J. R. Jones,True,2003-04-18,2022-08-10,3948
J. Robert Parks,False,2000-01-01,2005-04-09,3950
J.B. Mitchell,False,2007-01-11,2007-02-15,3954
J.D. Lafrance,False,2002-12-08,2002-12-08,3957
JK Sooja,False,2020-12-09,2021-02-18,3965
JW Smith,True,2009-07-17,2009-11-06,3969
Jack Blackwell,False,2019-02-05,2019-10-07,3974
Jack Bottomley,False,2016-03-18,2022-12-16,3976
Jack Cameron,False,2020-10-15,2020-10-19,3978
Jack Garner,False,1995-12-29,2023-03-31,3982
Jack Giroux,False,2012-11-20,2020-06-23,3984
Jack Hawkins,False,2021-01-13,2022-10-10,3987
Jack Jones,True,2012-03-01,2012-03-01,3990
Jack King,False,2019-09-05,2022-12-16,3991
Jack Mathews,False,2022-08-22,2022-08-22,3994
Jack Mathews,True,2000-01-01,2023-01-20,3994
Jack Pelling,False,2013-10-16,2013-10-16,3999
Jack Porter,False,2018-11-05,2018-11-06,4001
Jack Shepherd,False,2021-04-30,2021-04-30,4007
Jack Shepherd,True,2016-09-19,2017-05-23,4007
Jack Yeovil,True,2010-07-16,2018-10-08,4012
Jacob Hall,False,2018-09-12,2020-06-19,4023
Jacob Hall,True,2015-03-31,2015-09-16,4023
Jacob Stolworthy,True,2016-09-09,2018-06-21,4030
Jacob Walker,False,2021-02-26,2021-02-26,4032
Jaime Azrad,False,2018-03-01,2018-03-01,4039
Jake Coyle,True,2006-09-01,2022-12-22,4051
Jake Euker,False,2004-02-25,2007-02-25,4052
Jake Hamilton,True,2000-01-01,2013-10-22,4053
Jake Howell,False,2016-07-06,2016-07-06,4054
Jake Mulligan,False,2012-05-17,2021-08-06,4057
Jake Mulligan,True,2013-08-14,2013-08-14,4057
Jake Pesaruk,False,2018-11-15,2018-11-15,4059
Jake Tiranno,False,2019-07-19,2019-07-19,4060
Jake Wilson,False,2002-08-17,2016-10-18,4062
Jake Wilson,True,2008-06-07,2022-12-17,4062
Jam! Staff,False,2003-10-31,2003-10-31,4064
Jamal Grootboom,False,2017-01-20,2021-09-10,4065
James Andrews,False,2019-02-22,2019-03-01,4070
James Berardinelli,True,1982-07-01,2022-12-20,4075
James Bramble,True,2008-03-12,2012-01-12,4078
James Brundage,False,2000-01-01,2006-05-24,4079
James Christopher,False,2004-08-05,2019-02-02,4083
James Christopher,True,2004-04-14,2022-02-02,4083
James Clive-Matthews,True,2013-05-13,2013-05-13,4088
James Croot,False,2003-03-09,2023-04-05,4090
James Dyer,True,2006-04-01,2022-08-03,4095
James Hadfield,False,2016-05-20,2022-04-28,4105
James Hanton,False,2017-09-14,2020-09-04,4108
James Hill,False,2002-06-06,2006-09-15,4113
James Hoare,False,2015-07-13,2017-09-19,4114
James Jennings,False,2008-04-15,2012-10-25,4117
James Keith La Croix,False,2013-05-23,2019-08-07,4118
James Kendrick,False,2000-01-01,2023-04-04,4119
James King,True,2009-11-20,2011-03-17,4120
James Kleinmann,False,2020-06-24,2021-10-10,4121
James Lachno,True,2012-08-23,2012-08-23,4122
James Mansfield,True,2011-08-26,2011-08-26,4127
James Marsh,False,2013-01-22,2022-12-17,4128
James McCann,False,2015-11-18,2015-11-18,4129
James McMahon,False,2010-11-16,2021-06-23,4130
James Mottram,False,2003-08-19,2022-12-14,4133
James Mottram,True,2007-06-22,2007-06-22,4133
James Mudge,False,2020-10-23,2021-03-05,4135
James O'Brien,False,2010-07-08,2013-06-26,4136
James O'Connor,False,2009-07-06,2009-11-19,4137
James O'Ehley,False,2000-01-01,2014-06-26,4138
James Plath,False,2004-08-12,2018-01-17,4143
James Rocchi,False,2002-06-28,2015-08-24,4147
James Rocchi,True,2009-03-05,2015-09-22,4147
James Rundle,False,2012-03-03,2017-09-09,4149
James Sanford,False,2000-01-01,2015-06-09,4151
James Smith,True,2011-04-27,2011-04-27,4154
James Swanwick,True,2006-09-23,2006-09-23,4156
James Vance,False,2014-06-17,2018-02-06,4158
James Verniere,False,2000-01-01,2022-12-20,4159
James Wegg,False,2004-10-10,2023-01-18,4161
James White,False,2007-02-27,2014-10-30,4163
James White,True,2010-05-25,2020-03-25,4163
James Wright,True,2011-08-26,2011-10-06,4165
Jamey Codding,False,2005-07-05,2010-01-20,4166
Jami Bernard,True,2000-01-01,2023-01-10,4167
Jamie Broadnax,False,2017-01-14,2022-09-11,4168
Jamie Dunn,False,2010-11-04,2022-01-25,4170
Jamie East,False,2016-05-12,2020-07-12,4171
Jamie Garwood,False,2018-12-06,2018-12-06,4172
Jamie Graham,False,2007-01-14,2022-07-14,4174
Jamie Graham,True,2002-12-02,2002-12-02,4174
Jamie Healy,False,2015-01-05,2019-01-08,4176
Jamie McLeish,False,2007-11-09,2009-02-19,4181
Jamie Millar,False,2009-01-30,2009-08-21,4182
Jamie Neish,False,2012-08-13,2018-08-14,4183
Jamie Russell,False,2004-03-16,2020-10-23,4186
Jamie Russell,True,2001-08-21,2008-03-07,4186
Jamie S. Rich,False,2002-09-26,2014-12-10,4188
Jamie Tipps,False,2007-01-25,2008-01-29,4189
Jamie Woolley,True,2001-09-26,2006-03-11,4190
Jan Lee,False,2018-01-03,2018-01-03,4195
Jan Moir,False,2017-05-31,2017-05-31,4196
Jan Stuart,False,2008-09-09,2022-06-01,4197
Jan Stuart,True,2000-01-01,2018-01-03,4197
Jana Monji,False,2017-12-28,2023-04-02,4200
Jane Boursaw,False,2011-01-01,2011-01-01,4201
Jane Crowther,False,2002-10-30,2022-09-05,4204
Jane Crowther,True,2001-04-16,2018-08-23,4204
